job_n,Energy,n_helices,r0_A,r0_B,r0_C,omega0,delta_omega0_A,delta_omega0_B,delta_omega0_C,z0_offset_A,z0_offset_B,z0_offset_C,helix1 phase,helix 2 phase,helix3 phase,invert_A,invert_B,invert_C,z1_offset_A,z1_offset_B,z1_offset_C,delta_t_A,delta_t_B,delta_t_C,omega1,z1
63476,-405.735,3,6,6,6,0,0,120,240,0,0,0,140,120,60,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63487,-411.939,3,6,6,6,0,0,120,240,0,0,0,140,120,60,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
63501,-401.639,3,6,6,6,0,0,120,240,0,0,0,140,120,60,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
63500,-411.202,3,6,6,6,0,0,120,240,0,0,0,140,120,60,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
63499,-406.263,3,6,6,6,0,0,120,240,0,0,0,140,120,60,0,1,0,0,3,-3,0,0,0,99.999268,1.51
63504,-391.447,3,6,6,6,0,0,120,240,0,0,0,140,120,60,0,1,0,0,3,3,0,0,0,99.999268,1.51
63506,-396.561,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
63505,-382.61,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
63517,-407.053,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
63520,-399.533,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
63521,-400.637,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
63519,-395.649,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
63514,-396.101,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
63510,-398.413,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,-3,3,0,0,0,99.999268,1.51
63524,-405.476,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
63535,-383.439,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,3,-3,0,0,0,99.999268,1.51
63536,-388.196,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
63539,-400.093,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
63540,-401.821,3,6,6,6,0,0,120,240,0,0,0,140,120,80,0,1,0,0,3,3,0,0,0,99.999268,1.51
63541,-407.408,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
63556,-411.701,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
63558,-418.525,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
63555,-402.191,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
63557,-408.408,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
63554,-401.882,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
63560,-382.795,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
63553,-396.648,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
63571,-397.378,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,3,-3,0,0,0,99.999268,1.51
63566,-398.667,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
63567,-386.714,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
63573,-395.326,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
63574,-407.137,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
63548,-395.917,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63550,-406.101,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
63546,-395.461,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-3,3,0,0,0,99.999268,1.51
63552,-405.511,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63572,-400.332,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
63568,-404.244,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
63562,-409.962,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
63561,-394.018,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
63563,-410.096,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
63551,-400.929,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
63564,-411.14,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
63576,-410.836,3,6,6,6,0,0,120,240,0,0,0,140,120,100,0,1,0,0,3,3,0,0,0,99.999268,1.51
63578,-397.164,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
63579,-402.666,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
63590,-391.944,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
63589,-396.675,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
63583,-397.936,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63591,-401.166,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
63593,-397.013,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
63582,-395.305,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-3,3,0,0,0,99.999268,1.51
63584,-391.891,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63594,-399.02,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
63588,-387.021,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63592,-395.322,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
63598,-394.65,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
63611,-382.26,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
63612,-391.745,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,3,3,0,0,0,99.999268,1.51
63608,-393.662,3,6,6,6,0,0,120,240,0,0,0,140,120,120,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
63613,-394.846,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
63615,-396.311,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
63616,-393.831,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
63617,-409.003,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
63627,-384.047,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
63626,-406.09,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
63629,-400.496,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
63619,-392.806,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63625,-405.179,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
63630,-400.344,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
63628,-410.464,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
63621,-396.245,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
63624,-393.558,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63620,-400.926,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63648,-381.108,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,3,3,0,0,0,99.999268,1.51
63643,-402.926,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,3,-3,0,0,0,99.999268,1.51
63647,-397.438,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
63644,-403.369,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
63645,-399.605,3,6,6,6,0,0,120,240,0,0,0,140,120,140,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
63650,-310.961,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
63662,-402.937,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
63663,-403.595,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
63666,-399.749,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
63665,-389.852,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
63671,-389.903,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
63664,-399.495,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
63651,-414.784,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
63652,-406.372,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
63669,-406.895,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
63657,-406.829,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
63670,-412.198,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
63661,-408.706,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
63667,-408.34,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
63658,-402.074,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
63660,-397.579,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63656,-398.988,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63679,-411.235,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,3,-3,0,0,0,99.999268,1.51
63681,-403.956,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
63680,-406.476,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
63682,-408.998,3,6,6,6,0,0,120,240,0,0,0,140,120,160,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
63686,-404.32,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
63702,-382.599,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
63698,-407.893,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
63700,-393.239,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
63697,-395.956,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
63699,-415.107,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
63687,-388.694,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
63701,-401.661,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
63705,-401.371,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
63695,-387.893,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
63690,-400.574,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-3,3,0,0,0,99.999268,1.51
63715,-394.775,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,3,-3,0,0,0,99.999268,1.51
63691,-393.791,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63717,-383.289,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
63716,-395.062,3,6,6,6,0,0,120,240,0,0,0,140,120,180,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
63731,-407.926,3,6,6,6,0,0,120,240,0,0,0,140,140,0,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
63727,-393.794,3,6,6,6,0,0,120,240,0,0,0,140,140,0,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63741,-392.343,3,6,6,6,0,0,120,240,0,0,0,140,140,0,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
63730,-404.583,3,6,6,6,0,0,120,240,0,0,0,140,140,0,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
63726,-410.778,3,6,6,6,0,0,120,240,0,0,0,140,140,0,0,1,0,0,-3,3,0,0,0,99.999268,1.51
63757,-387.042,3,6,6,6,0,0,120,240,0,0,0,140,140,20,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
63763,-396.574,3,6,6,6,0,0,120,240,0,0,0,140,140,20,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63764,-395.008,3,6,6,6,0,0,120,240,0,0,0,140,140,20,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63768,-394.717,3,6,6,6,0,0,120,240,0,0,0,140,140,20,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63785,-412.526,3,6,6,6,0,0,120,240,0,0,0,140,140,20,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
63791,-410.684,3,6,6,6,0,0,120,240,0,0,0,140,140,20,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
63786,-396.553,3,6,6,6,0,0,120,240,0,0,0,140,140,20,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
63793,-409.123,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
63794,-386.885,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
63795,-409.47,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
63798,-399.304,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-3,3,0,0,0,99.999268,1.51
63804,-401.025,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63800,-395.037,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63799,-418.549,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63805,-397.684,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
63801,-409.274,3,6,6,6,0,0,120,240,0,0,0,140,140,40,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
63829,-397.047,3,6,6,6,0,0,120,240,0,0,0,140,140,60,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
63830,-406.502,3,6,6,6,0,0,120,240,0,0,0,140,140,60,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
63835,-405.311,3,6,6,6,0,0,120,240,0,0,0,140,140,60,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63836,-411.365,3,6,6,6,0,0,120,240,0,0,0,140,140,60,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63874,-396.742,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
63880,-397.202,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
63872,-401.674,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63876,-416.1,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63875,-410.163,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
63887,-395.395,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
63890,-394.281,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
63896,-405.21,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
63897,-410.241,3,6,6,6,0,0,120,240,0,0,0,140,140,80,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
63903,-395.788,3,6,6,6,0,0,120,240,0,0,0,140,140,100,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
63902,-390.872,3,6,6,6,0,0,120,240,0,0,0,140,140,100,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
63907,-385.027,3,6,6,6,0,0,120,240,0,0,0,140,140,100,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63908,-381.74,3,6,6,6,0,0,120,240,0,0,0,140,140,100,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63912,-413.311,3,6,6,6,0,0,120,240,0,0,0,140,140,100,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63911,-401.947,3,6,6,6,0,0,120,240,0,0,0,140,140,100,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
63922,-392.08,3,6,6,6,0,0,120,240,0,0,0,140,140,100,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
63910,-401.721,3,6,6,6,0,0,120,240,0,0,0,140,140,100,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
63947,-405.335,3,6,6,6,0,0,120,240,0,0,0,140,140,120,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
63966,-401.105,3,6,6,6,0,0,120,240,0,0,0,140,140,120,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
63972,-410.633,3,6,6,6,0,0,120,240,0,0,0,140,140,120,0,1,0,0,3,3,0,0,0,99.999268,1.51
63974,-411.851,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
63975,-404.888,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
63984,-385.355,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
63980,-415.44,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
63979,-413.103,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
63986,-400.363,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
63976,-400.601,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
63985,-408.676,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
63982,-361.354,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
63981,-403.053,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
63991,-400.839,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
63999,-398.89,3,6,6,6,0,0,120,240,0,0,0,140,140,140,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
64010,-395.923,3,6,6,6,0,0,120,240,0,0,0,140,140,160,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
64011,-407.452,3,6,6,6,0,0,120,240,0,0,0,140,140,160,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
64016,-397.817,3,6,6,6,0,0,120,240,0,0,0,140,140,160,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
64029,-398.421,3,6,6,6,0,0,120,240,0,0,0,140,140,160,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
64015,-403.817,3,6,6,6,0,0,120,240,0,0,0,140,140,160,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
64036,-407.006,3,6,6,6,0,0,120,240,0,0,0,140,140,160,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
64046,-397.179,3,6,6,6,0,0,120,240,0,0,0,140,140,180,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
64052,-390.91,3,6,6,6,0,0,120,240,0,0,0,140,140,180,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
64056,-410.972,3,6,6,6,0,0,120,240,0,0,0,140,140,180,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
64068,-389.582,3,6,6,6,0,0,120,240,0,0,0,140,140,180,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
64073,-408.088,3,6,6,6,0,0,120,240,0,0,0,140,140,180,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
64084,-412.563,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
64092,-411.219,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
64097,-401.162,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
64098,-402.579,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
64095,-412.266,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
64099,-388.432,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
64103,-401.966,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
64102,-403.172,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
64105,-394.58,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
64101,-402.661,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
64110,-395.989,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
64107,-404.965,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
64118,-395.485,3,6,6,6,0,0,120,240,0,0,0,140,160,20,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
64115,-404.302,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
64123,-400.546,3,6,6,6,0,0,120,240,0,0,0,140,160,20,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
64109,-399.3,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
64116,-411.622,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,3,3,0,0,0,99.999268,1.51
64114,-385.213,3,6,6,6,0,0,120,240,0,0,0,140,160,0,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
64124,-405.127,3,6,6,6,0,0,120,240,0,0,0,140,160,20,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
64128,-388.728,3,6,6,6,0,0,120,240,0,0,0,140,160,20,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
64129,-401.272,3,6,6,6,0,0,120,240,0,0,0,140,160,20,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
64133,-374.25,3,6,6,6,0,0,120,240,0,0,0,140,160,20,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
64130,-403.903,3,6,6,6,0,0,120,240,0,0,0,140,160,20,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
