job_n,Energy,n_helices,r0_A,r0_B,r0_C,omega0,delta_omega0_A,delta_omega0_B,delta_omega0_C,z0_offset_A,z0_offset_B,z0_offset_C,helix1 phase,helix 2 phase,helix3 phase,invert_A,invert_B,invert_C,z1_offset_A,z1_offset_B,z1_offset_C,delta_t_A,delta_t_B,delta_t_C,omega1,z1
45556,-396.724,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
45543,-401.794,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
45551,-401.845,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
45561,-388.697,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
45555,-400.247,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
45558,-408.803,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
45557,-411.197,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
45572,-398.168,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
45567,-402.545,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
45546,-376.49,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,-3,3,0,0,0,99.999268,1.51
45562,-404.804,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
45573,-400.155,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
45565,-404.654,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
45563,-411.094,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
45568,-404.099,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
45571,-389.546,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,3,-3,0,0,0,99.999268,1.51
45574,-399.352,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
45570,-405.045,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
45569,-393.955,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
45566,-402.737,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
45576,-404.871,3,6,6,6,0,0,120,240,0,0,0,40,120,100,0,1,0,0,3,3,0,0,0,99.999268,1.51
45579,-386.113,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
45584,-404.708,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
45578,-400.662,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
45585,-399.324,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
45583,-393.96,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
45588,-387.995,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
45586,-397.146,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
45603,-394.254,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
45587,-399.828,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
45605,-395.559,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
45593,-393.81,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
45606,-396.38,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
45608,-397.188,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
45612,-392.046,3,6,6,6,0,0,120,240,0,0,0,40,120,120,0,1,0,0,3,3,0,0,0,99.999268,1.51
45613,-388.74,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
45622,-405.527,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
45619,-403.849,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
45615,-372.312,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
45624,-401.804,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
45623,-403.164,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
45628,-410.677,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
45621,-402.277,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
45637,-389.377,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
45620,-407.392,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
45638,-397.99,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
45640,-401.169,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
45639,-387.986,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
45645,-402.708,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
45646,-402.701,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
45648,-405.562,3,6,6,6,0,0,120,240,0,0,0,40,120,140,0,1,0,0,3,3,0,0,0,99.999268,1.51
45659,-410.752,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
45655,-406.045,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
45658,-409.517,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
45657,-406.417,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
45660,-397.79,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
45656,-412.938,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
45662,-411.732,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
45673,-395.488,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
45674,-402.494,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
45664,-403.506,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
45661,-403.029,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
45663,-402.261,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
45665,-408.846,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
45667,-392.514,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
45676,-408.883,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
45681,-397.36,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
45675,-405.217,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
45677,-405.588,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
45680,-404.631,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
45652,-394.849,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
45683,-397.107,3,6,6,6,0,0,120,240,0,0,0,40,120,160,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
45693,-401.872,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
45691,-401.016,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
45694,-400.775,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
45692,-390.439,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
45695,-393.278,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
45687,-386.05,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
45685,-387.079,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
45686,-383.995,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
45696,-402.186,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
45700,-394.569,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
45690,-394.295,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-3,3,0,0,0,99.999268,1.51
45712,-391.834,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
45709,-387.975,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
45697,-404.45,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
45702,-394.227,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
45717,-406.279,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
45710,-386.357,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
45715,-391.911,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,3,-3,0,0,0,99.999268,1.51
45711,-393.503,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
45720,-397.937,3,6,6,6,0,0,120,240,0,0,0,40,120,180,0,1,0,0,3,3,0,0,0,99.999268,1.51
45722,-383.683,3,6,6,6,0,0,120,240,0,0,0,40,140,0,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
45726,-408.126,3,6,6,6,0,0,120,240,0,0,0,40,140,0,0,1,0,0,-3,3,0,0,0,99.999268,1.51
45731,-388.199,3,6,6,6,0,0,120,240,0,0,0,40,140,0,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
45736,-392.074,3,6,6,6,0,0,120,240,0,0,0,40,140,0,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
45751,-394.767,3,6,6,6,0,0,120,240,0,0,0,40,140,0,0,1,0,0,3,-3,0,0,0,99.999268,1.51
45746,-391.509,3,6,6,6,0,0,120,240,0,0,0,40,140,0,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
45755,-393.912,3,6,6,6,0,0,120,240,0,0,0,40,140,0,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
45756,-401.953,3,6,6,6,0,0,120,240,0,0,0,40,140,0,0,1,0,0,3,3,0,0,0,99.999268,1.51
45759,-394.778,3,6,6,6,0,0,120,240,0,0,0,40,140,20,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
45762,-396.912,3,6,6,6,0,0,120,240,0,0,0,40,140,20,0,1,0,0,-3,3,0,0,0,99.999268,1.51
45786,-403.123,3,6,6,6,0,0,120,240,0,0,0,40,140,20,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
45791,-380.521,3,6,6,6,0,0,120,240,0,0,0,40,140,20,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
45792,-413.001,3,6,6,6,0,0,120,240,0,0,0,40,140,20,0,1,0,0,3,3,0,0,0,99.999268,1.51
45793,-410.877,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
45794,-413.732,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
45796,-391.639,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
45798,-385.93,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-3,3,0,0,0,99.999268,1.51
45795,-392.916,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
45799,-418.675,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
45805,-407.784,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
45804,-390.224,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
45800,-410.583,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
45823,-386.832,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,3,-3,0,0,0,99.999268,1.51
45824,-397.039,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
45828,-399.875,3,6,6,6,0,0,120,240,0,0,0,40,140,40,0,1,0,0,3,3,0,0,0,99.999268,1.51
45830,-403.833,3,6,6,6,0,0,120,240,0,0,0,40,140,60,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
45829,-400.25,3,6,6,6,0,0,120,240,0,0,0,40,140,60,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
45835,-400.644,3,6,6,6,0,0,120,240,0,0,0,40,140,60,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
45855,-402.669,3,6,6,6,0,0,120,240,0,0,0,40,140,60,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
45859,-402.995,3,6,6,6,0,0,120,240,0,0,0,40,140,60,0,1,0,0,3,-3,0,0,0,99.999268,1.51
45870,-402.624,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,-3,3,0,0,0,99.999268,1.51
45876,-410.996,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
45881,-396.951,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
45882,-405.981,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
45887,-401.751,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
45875,-392.396,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
45890,-394.092,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
45897,-413.018,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
45902,-391.712,3,6,6,6,0,0,120,240,0,0,0,40,140,100,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
45896,-417.213,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
45895,-378.449,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,3,-3,0,0,0,99.999268,1.51
45901,-402.187,3,6,6,6,0,0,120,240,0,0,0,40,140,100,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
45898,-399.963,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
45900,-392.823,3,6,6,6,0,0,120,240,0,0,0,40,140,80,0,1,0,0,3,3,0,0,0,99.999268,1.51
45907,-396.276,3,6,6,6,0,0,120,240,0,0,0,40,140,100,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
45912,-403.482,3,6,6,6,0,0,120,240,0,0,0,40,140,100,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
45906,-397.463,3,6,6,6,0,0,120,240,0,0,0,40,140,100,0,1,0,0,-3,3,0,0,0,99.999268,1.51
45927,-399.81,3,6,6,6,0,0,120,240,0,0,0,40,140,100,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
45932,-402.649,3,6,6,6,0,0,120,240,0,0,0,40,140,100,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
45936,-399.373,3,6,6,6,0,0,120,240,0,0,0,40,140,100,0,1,0,0,3,3,0,0,0,99.999268,1.51
45941,-405.179,3,6,6,6,0,0,120,240,0,0,0,40,140,120,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
45942,-398.679,3,6,6,6,0,0,120,240,0,0,0,40,140,120,0,1,0,0,-3,3,0,0,0,99.999268,1.51
45972,-394.305,3,6,6,6,0,0,120,240,0,0,0,40,140,120,0,1,0,0,3,3,0,0,0,99.999268,1.51
45974,-412.733,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
45973,-394.95,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
45981,-409.361,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
45977,-384.572,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
45976,-405.714,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
45975,-414.889,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
45986,-379.287,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
45980,-414.542,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
45985,-395.844,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
45991,-406.475,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
45997,-407.378,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
46001,-389.291,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46000,-398.233,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46005,-398.282,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46006,-400.034,3,6,6,6,0,0,120,240,0,0,0,40,140,140,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
46010,-400.279,3,6,6,6,0,0,120,240,0,0,0,40,140,160,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
46011,-405.209,3,6,6,6,0,0,120,240,0,0,0,40,140,160,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
46016,-402.023,3,6,6,6,0,0,120,240,0,0,0,40,140,160,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46024,-402.187,3,6,6,6,0,0,120,240,0,0,0,40,140,160,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
46029,-397.41,3,6,6,6,0,0,120,240,0,0,0,40,140,160,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
46041,-387.052,3,6,6,6,0,0,120,240,0,0,0,40,140,160,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46039,-402.42,3,6,6,6,0,0,120,240,0,0,0,40,140,160,0,1,0,0,3,-3,0,0,0,99.999268,1.51
46040,-408.466,3,6,6,6,0,0,120,240,0,0,0,40,140,160,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46045,-407.583,3,6,6,6,0,0,120,240,0,0,0,40,140,180,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
46047,-391.687,3,6,6,6,0,0,120,240,0,0,0,40,140,180,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
46068,-402.283,3,6,6,6,0,0,120,240,0,0,0,40,140,180,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
46073,-404.064,3,6,6,6,0,0,120,240,0,0,0,40,140,180,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46079,-399.23,3,6,6,6,0,0,120,240,0,0,0,40,140,180,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
46077,-409.963,3,6,6,6,0,0,120,240,0,0,0,40,140,180,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
46076,-402.228,3,6,6,6,0,0,120,240,0,0,0,40,140,180,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46078,-403.687,3,6,6,6,0,0,120,240,0,0,0,40,140,180,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
46088,-389.365,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46091,-399.64,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
46092,-397.358,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46094,-398.769,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
46090,-410.895,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
46097,-398.473,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
46101,-390.378,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
46100,-401.859,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
46102,-402.135,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46118,-392.808,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
46106,-398.631,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
46119,-393.678,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
46124,-402.026,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
46108,-409.865,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
46123,-404.166,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
46109,-405.683,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
46122,-394.961,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-3,3,0,0,0,99.999268,1.51
46110,-296.168,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46128,-392.29,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
46129,-407.299,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
46115,-390.698,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
46130,-404.231,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
46116,-406.407,3,6,6,6,0,0,120,240,0,0,0,40,160,0,0,1,0,0,3,3,0,0,0,99.999268,1.51
46132,-390.96,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
46137,-397.365,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
46138,-400.01,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
46140,-405.097,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
46143,-405.232,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
46146,-404.589,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
46148,-390.367,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
46149,-385.189,3,6,6,6,0,0,120,240,0,0,0,40,160,20,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
